title,year,downloads,torrent_url,poster_url,description,genre
Peck's Bad Boy,0,43360,https://archive.org/download/PecksBadBoy_558/PecksBadBoy_558_archive.torrent,https://image.tmdb.org/t/p/w780/qqHwVTgNAXKMZEmfgr71f01ddhw.jpg,ACE Pictures presents Jackie Cooper in Peck's Bad Boy based on the famous story of the same title by George W. Peck. Shot in Black and White; directed by Edward F. Cline and recorded by RCA Victor System.,Comedy
VIOLENCE JACK ALL OVAs(1986-1990) WIDESCREEN,1990,43360,https://archive.org/download/violence-jack-all-ovas/violence-jack-all-ovas_archive.torrent,https://archive.org/services/img/violence-jack-all-ovas,"NOW IN ITS ORIGINAL 1.66:1 ASPECT RATIO NOW IN WIDESCREEN WITH HK VIDEO CD FOOTAGE WARNING: THIS SERIES CONTAINS GRAPHIC SEXUAL VIOLENCE, GRAPHIC VIOLENCE, GRAPHIC SEXUAL ABUSE, TORTURE AND DISTURBING SCENES AND IMAGERY! VIEWER DISCRETION IS STRONGLY ADVISED! FOR ADULT AUDIENCES ONLY! 18+ ONLY! THIS MOVIE SERIES MAY CONTAIN TRANSPHOBIC PORTRAYALS OF TRANS FEMME PEOPLE! Sorry for the lack of subs, it's the only high quality version I could find. VIOLENCE JACK OVA 1: HARLEM BOMBER PLOT: Kanto Hell",
Dr. Pyckle And Mr. Pride,1925,43334,https://archive.org/download/Dr_Pyckle_and_Mr_Pride.avi/Dr_Pyckle_and_Mr_Pride.avi_archive.torrent,https://image.tmdb.org/t/p/w780/1kU7BEckYjtjtZ4bkaWUuRs2cX.jpg,"Comedy masterpiece starring Stan Laurel as the dashing Dr. Pyckle, who transforms into the fiendish Mr. Pride. This hilarious movie from 1925 shows the true genius of Stan Laurel. A gem!",Comedy
"Charlie Chaplin's ""The Fatal Mallet""",1914,43298,https://archive.org/download/CC_1914_06_01_TheFatalMallet/CC_1914_06_01_TheFatalMallet_archive.torrent,https://archive.org/services/img/CC_1914_06_01_TheFatalMallet,Charlie Chaplin's 15th Film Released June o1 1914 http://www.imdb.com/title/tt0003934/ Charlie Chaplin In The Internet Archive http://www.archive.org/details/CC_1914_02_02_MakingALiving http://www.archive.org/details/CC_1914_02_07_KidsAutoRaceAtVenice http://www.archive.org/details/CC_1914_02_09_MabelsStrangePredicament http://www.archive.org/details/CC_1914_02_28_BetweenShowers http://www.archive.org/details/CC_1914_03_02_FilmJohnny http://www.archive.org/details/CC_1914_03_16_HisFavoritePastti,
Frankenstein ( 1931) English FULL HD,1931,43285,https://archive.org/download/frankenstein-1931-english/frankenstein-1931-english_archive.torrent,https://archive.org/services/img/frankenstein-1931-english,No description.,
The Bronze Buckaroo,1939,43266,https://archive.org/download/bronze_buckaroo/bronze_buckaroo_archive.torrent,https://image.tmdb.org/t/p/w780/cS6P6nBVrm4PMUAjCEVd1SXQyYy.jpg,"Taken from IMDB : Bob Blake and his boys arrive at Joe Jackson's ranch to find him missing. While Slim cheats Dusty out of his money using ventriloquism and marked cards, Blake tries to find Jackson. Learning that Thorne and his gang hold him prisoner, he and his men trail them. When Thorne's gang gets the drop on them, Slim puts his ventriloquism to work.",Western
Reefer Madness,1936,43216,https://archive.org/download/reefer_madness_ipod/reefer_madness_ipod_archive.torrent,https://image.tmdb.org/t/p/w780/pLEy5EpJ09ilda44HDxkrGOQsKl.jpg,Overly dramatized cautionary tale of marijuana usage.,"Comedy, TV Movie"
Assignment Outerspace 16x9,0,43199,https://archive.org/download/AssignmentOuterspace16x9/AssignmentOuterspace16x9_archive.torrent,https://archive.org/services/img/AssignmentOuterspace16x9,"A much improved, widescreen copy of Antonio Margheriti's first Italian space opera, 'Assignment Outer Space,' also known as 'Spacemen.' The claim made in the Wikipedia article below that this film was released on a triple bill with 'First Spaceship on Venus' and 'The Mysterians' is a fantasy. It was originally released with 'Phantom Planet,' and was (arguably) the better film on that double bill. This film is interesting for having a black protagonist, American choreographer, Archie Savage, in a",
Scanners,1981,43184,https://archive.org/download/scanners-1981-1080p/scanners-1981-1080p_archive.torrent,https://image.tmdb.org/t/p/w780/VTqLdveNXxGsIAZL5I4RliTTt7.jpg,"After a man with extraordinary—and frighteningly destructive—telepathic abilities is nabbed by agents from a mysterious rogue corporation, he discovers he is far from the only possessor of such strange powers, and that some of the other “scanners” have their minds set on world domination, while others are trying to stop them","Science Fiction, Horror"
Why We Fight: The Battle of China,1943,43179,https://archive.org/download/wwf_the_battle_of_china/wwf_the_battle_of_china_archive.torrent,https://archive.org/services/img/wwf_the_battle_of_china,"Produced by the U.S. Army Special Service Division, and directed by Frank Capra 'Why We Fight' is a seven part propaganda/documentary series that traces the earliest beginnings of the second world war starting with Japan's invasion of China in 1931, to the Nazi's march across europe. This is a remasterd version encoded for Apple TV.","War, Documentary"
Amadeus (1984),0,43160,https://archive.org/download/Amadeus1984/Amadeus1984_archive.torrent,https://archive.org/services/img/Amadeus1984,"Synopsis For this film adaptation of Peter Shafferâs Broadway hit, director Milos Forman returned to the city of Prague that heâd left behind during the Czech political crises of 1968, bringing along his usual cinematographer and fellow Czech expatriate, Miroslav Ondricek. Amadeus is an expansion of a Viennese âurban legendâ concerning the death of 18th-century musical genius Wolfgang Amadeus Mozart. From the vantage point of an insane asylum, aging royal composer Salieri (F. Murray Abraham) rec",
White Pongo,1945,43102,https://archive.org/download/WhitePongo/WhitePongo_archive.torrent,https://image.tmdb.org/t/p/w780/qCLviHTt26jk4YZQzxiqHAqDigf.jpg,"A white gorilla-like creature is hiding in the woods, only to be pursued by scientists hoping to discover if this creature is the missing link between mankind and the great apes. You can find more information regarding this film on its IMDb page . In addition to the formats listed to the left, this film is available as: Theora video, Vorbis audio, OGM container, 320x240 at 29.97fps ( click here , 402 MB) Theora video, Vorbis audio, Matroska container, 320x240 at 29.97fps ( click here , 400 MB)","Adventure, Horror"
The Complete Robocop Four Film Collection,1987,43021,https://archive.org/download/robocop-1987_202311/robocop-1987_202311_archive.torrent,https://archive.org/services/img/robocop-1987_202311,All four films in the in the iconic film series spanning from the 1987 original film it's two sequels and the 2014 remake if you like Robocop then this is the collection for you.,
BODY OF THE PREY,1966,43013,https://archive.org/download/BodyOfThePrey1966/BodyOfThePrey1966_archive.torrent,https://archive.org/services/img/BodyOfThePrey1966,"From the IMDb: 'The credits on the version of this movie which exists today are actually for the movie 'Mad Doctor of Blood Island' and bear no relation to this film. This comes from when they were originally intended to be released as a double feature. 'Contrary to popular belief, this film was not directed by Kenneth G. Crane, was not made in 1970, was not produced by Toei Company, and was not titled 'The Double Garden'. It was originally filmed in 1966 as 'Body of the Prey' and it was produce","Science Fiction, Horror"
The Blacksmith,1922,43002,https://archive.org/download/TheBlacksmith/TheBlacksmith_archive.torrent,https://image.tmdb.org/t/p/w780/lHE7msaYiGhJr0VWhngM3Tz1b5H.jpg,"Blacksmiths' assistant inadvertent clowning around in the shop, gets into fight with the smithy who is then arrested and placed in jail. In the meantime, the assistant tries to help several customers with devastating comedic consequences.",Comedy
THE HUNCHBACK OF NOTRE DAME ( 1923) Lon Chaney,0,42957,https://archive.org/download/THEHUNCHBACKOFNOTREDAME1923LonChaneyPatsyRuthMiller/THEHUNCHBACKOFNOTREDAME1923LonChaneyPatsyRuthMiller_archive.torrent,https://archive.org/services/img/THEHUNCHBACKOFNOTREDAME1923LonChaneyPatsyRuthMiller,"THE HUNCHBACK OF NOTRE DAME (1923) Starring: Lon Chaney, Patsy Ruth Miller, Norman Kerry, Nigel De Brulier, Kate Lester, Winifred Bryson, Ernest Torrence, Tully Marshall, Raymond Hatton Directed by Wallace Worsley Produced by Carl Laemmle William Thomas Sherman, wts@gunjones.com, http://www.mn-hp.com",
Death From a Distance,1935,42948,https://archive.org/download/death_from_a_distance/death_from_a_distance_archive.torrent,https://image.tmdb.org/t/p/w780/w4bSLbH04dv0eWC79zh5aplTS9r.jpg,"Taken from IMDB : While a distinguished astronomer is giving a lecture in a planetarium, a shot rings out and one of the audience members is found dead. A tough detective and a brassy female reporter lock horns as they both try to break the case.","Mystery, Thriller"
The Amazing Transparent Man,1960,42929,https://archive.org/download/The_Amazing_Transparent_Man.avi/The_Amazing_Transparent_Man.avi_archive.torrent,https://image.tmdb.org/t/p/w780/aOME46GMTef0rkseEi4phAo4gRf.jpg,"A mad scientist invents an invisibility formula which he plans to use to build an invisible army. Director Edgar G. Ulmer (1904 – 1972) is best remembered for the movies The Black Cat (1934) and Detour (1945). These stylish and eccentric works have achieved cult status, but Ulmer's other films remain relatively unknown.","Science Fiction, Crime, Thriller"
Captain Scarlett,1953,42928,https://archive.org/download/CaptainScarlett/CaptainScarlett_archive.torrent,https://image.tmdb.org/t/p/w780/19Z1657RZkR5eQmHsPEjvtb03ac.jpg,"In the years following the fall of Napoleon, Captain Scarlett (Richard Greene) returns to France to discover that his lands have been seized by an unscrupulous nobleman. After saving Princess Maria (Leonora Amar) and being joined by a man named Pierre (Nedrick Young) who has also lost his lands, the group proceeds on a series of adventures in the fight for justice.","Adventure, Action"
Black Devil Doll From Hell(1984) EXTENDED VERSION DVD RIP,1984,42903,https://archive.org/download/black.-devil.-doll.-from.-hell.-extended.-1984.-dvdrip.-bagger-inc/black.-devil.-doll.-from.-hell.-extended.-1984.-dvdrip.-bagger-inc_archive.torrent,https://archive.org/services/img/black.-devil.-doll.-from.-hell.-extended.-1984.-dvdrip.-bagger-inc,"WARNING: THIS MOVIE REALLY SUCKS! WARNING: NUDITY AND SEXUAL CONTENT ADULTS ONLY! 18+ NO COMMENTARY AUDIO! THIS IS THE FULL MOVIE WITH ITS ORIGINAL AUDIO! PLOT: A woman buys a doll at a magic shop. Unbeknownst to her, the doll is possessed by an evil spirit, and it proceeds to take her over.",
Escape By Night,1937,42889,https://archive.org/download/escape_by_night/escape_by_night_archive.torrent,https://image.tmdb.org/t/p/w780/npiutUyoHKdwjwzjl2F8rFpw8G3.jpg,You can find more information regarding this film on its IMDb page .,"Thriller, Crime"
"Charlie Chaplin's ""The Rounders""",1914,42887,https://archive.org/download/CC_1914_09_07_TheRounders/CC_1914_09_07_TheRounders_archive.torrent,https://image.tmdb.org/t/p/w780/8zdphM9xEBxqeirBbe47vXkNeDf.jpg,Charlie Chaplins 26th Film Released Sept 07 1914 http://www.imdb.com/title/tt0004546/ Charlie Chaplin In The Internet Archive http://www.archive.org/details/CC_1914_02_02_MakingALiving http://www.archive.org/details/CC_1914_02_07_KidsAutoRaceAtVenice http://www.archive.org/details/CC_1914_02_09_MabelsStrangePredicament http://www.archive.org/details/CC_1914_02_28_BetweenShowers http://www.archive.org/details/CC_1914_03_02_FilmJohnny http://www.archive.org/details/CC_1914_03_16_HisFavoritePasttim,Comedy
Koko in 1999,1927,42744,https://archive.org/download/koko-in-1999_1927/koko-in-1999_1927_archive.torrent,https://image.tmdb.org/t/p/w780/332kpqT8VZMxQeprhvXmB2i2o2A.jpg,No description.,Animation
"Charlie Chaplin's ""The Landladys Pet"" aka The Star Boarder",1914,42733,https://archive.org/download/CC_1914_04_04_TheLandladysPet/CC_1914_04_04_TheLandladysPet_archive.torrent,https://archive.org/services/img/CC_1914_04_04_TheLandladysPet,Charlie Chaplins 9th Film Released April 04 1914 As The Star Boarder http://www.imdb.com/title/tt0004637/ Charlie Chaplin In The Internet Archive http://www.archive.org/details/CC_1914_02_02_MakingALiving http://www.archive.org/details/CC_1914_02_07_KidsAutoRaceAtVenice http://www.archive.org/details/CC_1914_02_09_MabelsStrangePredicament http://www.archive.org/details/CC_1914_02_28_BetweenShowers http://www.archive.org/details/CC_1914_03_02_FilmJohnny http://www.archive.org/details/CC_1914_03_1,
La ciociara - Two Women (1960),0,42733,https://archive.org/download/two.-women.-1960.1080p./two.-women.-1960.1080p._archive.torrent,https://archive.org/services/img/two.-women.-1960.1080p.,Two Women (1960),
